Institute,Course,Quota,Candidate Category,Min_Rank,Max_Rank,Count,Percentile_40,Most_Probable_Round
"Govt institute of Medcial Sciences, GREATER NOIDA, GOVERNMENT INSTITUTE OF MEDICAL SCIENCES GREATER NOIDA GAUTAM BUDH NAGAR UTTAR PRADESH, Uttar Pradesh, 201310",MBBS,All India,OBC,4277,6256,5,4726.2,R1
"Govt institute of Medcial Sciences, GREATER NOIDA, GOVERNMENT INSTITUTE OF MEDICAL SCIENCES GREATER NOIDA GAUTAM BUDH NAGAR UTTAR PRADESH, Uttar Pradesh, 201310",MBBS,All India,SC,40910,58983,3,4726.2,R2
"Govt institute of Medcial Sciences, GREATER NOIDA, GOVERNMENT INSTITUTE OF MEDICAL SCIENCES GREATER NOIDA GAUTAM BUDH NAGAR UTTAR PRADESH, Uttar Pradesh, 201310",MBBS,All India,ST,78756,78756,1,4726.2,R2
"Govt. Medical College Jayashankar Bhupalpally, Manzoor Nagar Road, Besides thousand quarters, Jayashankar, Bhupalpally, Telangana, 506169",MBBS,All India,EWS,22983,28203,3,24276.2,R1
"Govt. Medical College Jayashankar Bhupalpally, Manzoor Nagar Road, Besides thousand quarters, Jayashankar, Bhupalpally, Telangana, 506169",MBBS,All India,General,19240,24372,9,24276.2,R3
"Govt. Medical College Jayashankar Bhupalpally, Manzoor Nagar Road, Besides thousand quarters, Jayashankar, Bhupalpally, Telangana, 506169",MBBS,All India,OBC,24468,24636,4,24276.2,R3
"Govt. Medical College Jayashankar Bhupalpally, Manzoor Nagar Road, Besides thousand quarters, Jayashankar, Bhupalpally, Telangana, 506169",MBBS,All India,SC,99288,132360,3,24276.2,R3
"Govt. Medical College Jayashankar Bhupalpally, Manzoor Nagar Road, Besides thousand quarters, Jayashankar, Bhupalpally, Telangana, 506169",MBBS,All India,ST,159972,159972,1,24276.2,R3
"Govt. Medical College Karur, SANAPIRATTI VILLAGE NORTH GANDHIGRAMAM KARUR TAMILNADU, Tamil Nadu, 639004",MBBS,All India,EWS,26432,28454,3,14478.4,R2
"Govt. Medical College Karur, SANAPIRATTI VILLAGE NORTH GANDHIGRAMAM KARUR TAMILNADU, Tamil Nadu, 639004",MBBS,All India,General,13584,14468,4,14478.4,R3
"Govt. Medical College Karur, SANAPIRATTI VILLAGE NORTH GANDHIGRAMAM KARUR TAMILNADU, Tamil Nadu, 639004",MBBS,All India,General PwD,571787,571787,1,14478.4,R1
"Govt. Medical College Karur, SANAPIRATTI VILLAGE NORTH GANDHIGRAMAM KARUR TAMILNADU, Tamil Nadu, 639004",MBBS,All India,OBC,9866,14733,14,14478.4,R2
"Govt. Medical College Karur, SANAPIRATTI VILLAGE NORTH GANDHIGRAMAM KARUR TAMILNADU, Tamil Nadu, 639004",MBBS,All India,SC,85795,131961,8,14478.4,R1
"Govt. Medical College Karur, SANAPIRATTI VILLAGE NORTH GANDHIGRAMAM KARUR TAMILNADU, Tamil Nadu, 639004",MBBS,All India,ST,138190,163379,4,14478.4,R1
"Govt. Medical College Rajanna Sircilla, GOVERNMENT MEDICAL COLLEGE NEAR KASTURBA GIRLS SCHOOL PEDDUR SIRCILLA DISTRICT RAJANNA SIRCILLA, Telangana, 505301",MBBS,All India,EWS,23429,27093,3,23116.2,R3
"Govt. Medical College Rajanna Sircilla, GOVERNMENT MEDICAL COLLEGE NEAR KASTURBA GIRLS SCHOOL PEDDUR SIRCILLA DISTRICT RAJANNA SIRCILLA, Telangana, 505301",MBBS,All India,General,9470,23228,7,23116.2,R1
"Govt. Medical College Rajanna Sircilla, GOVERNMENT MEDICAL COLLEGE NEAR KASTURBA GIRLS SCHOOL PEDDUR SIRCILLA DISTRICT RAJANNA SIRCILLA, Telangana, 505301",MBBS,All India,OBC,14633,23566,10,23116.2,R3
"Govt. Medical College Rajanna Sircilla, GOVERNMENT MEDICAL COLLEGE NEAR KASTURBA GIRLS SCHOOL PEDDUR SIRCILLA DISTRICT RAJANNA SIRCILLA, Telangana, 505301",MBBS,All India,SC,98353,127919,4,23116.2,R3
"Govt. Medical College Rajanna Sircilla, GOVERNMENT MEDICAL COLLEGE NEAR KASTURBA GIRLS SCHOOL PEDDUR SIRCILLA DISTRICT RAJANNA SIRCILLA, Telangana, 505301",MBBS,All India,ST,157938,157938,1,23116.2,R3
"Govt. Medical College and Hospital, Chandrapur, GOVT. MEDICAL COLLEGE CHANDRAPUR, RAM NAGAR, CHANDRAPUR, Maharashtra, 442401",MBBS,All India,EWS,16732,19575,3,18556.4,R2
"Govt. Medical College and Hospital, Chandrapur, GOVT. MEDICAL COLLEGE CHANDRAPUR, RAM NAGAR, CHANDRAPUR, Maharashtra, 442401",MBBS,All India,General,13080,18594,6,18556.4,R1
"Govt. Medical College and Hospital, Chandrapur, GOVT. MEDICAL COLLEGE CHANDRAPUR, RAM NAGAR, CHANDRAPUR, Maharashtra, 442401",MBBS,All India,OBC,16014,20067,12,18556.4,R3
"Govt. Medical College and Hospital, Chandrapur, GOVT. MEDICAL COLLEGE CHANDRAPUR, RAM NAGAR, CHANDRAPUR, Maharashtra, 442401",MBBS,All India,OBC PwD,668913,925301,2,18556.4,R1
"Govt. Medical College and Hospital, Chandrapur, GOVT. MEDICAL COLLEGE CHANDRAPUR, RAM NAGAR, CHANDRAPUR, Maharashtra, 442401",MBBS,All India,SC,72932,113333,9,18556.4,R1
"Govt. Medical College and Hospital, Chandrapur, GOVT. MEDICAL COLLEGE CHANDRAPUR, RAM NAGAR, CHANDRAPUR, Maharashtra, 442401",MBBS,All India,ST,121987,126456,3,18556.4,R2
"Govt. Medical College, Jammu, GOVERNMENT MEDICAL COLLEGE, BAKSHI NAGAR, JAMMU 180001, Jammu And Kashmir, 180001",MBBS,All India,EWS,10967,14436,3,9433.6,R2
"Govt. Medical College, Jammu, GOVERNMENT MEDICAL COLLEGE, BAKSHI NAGAR, JAMMU 180001, Jammu And Kashmir, 180001",MBBS,All India,General,3194,9616,13,9433.6,R1
"Govt. Medical College, Jammu, GOVERNMENT MEDICAL COLLEGE, BAKSHI NAGAR, JAMMU 180001, Jammu And Kashmir, 180001",MBBS,All India,General PwD,407346,407346,1,9433.6,R1
"Govt. Medical College, Jammu, GOVERNMENT MEDICAL COLLEGE, BAKSHI NAGAR, JAMMU 180001, Jammu And Kashmir, 180001",MBBS,All India,OBC,7479,11374,12,9433.6,R1
"Govt. Medical College, Jammu, GOVERNMENT MEDICAL COLLEGE, BAKSHI NAGAR, JAMMU 180001, Jammu And Kashmir, 180001",MBBS,All India,OBC PwD,666537,1077661,3,9433.6,R1
"Govt. Medical College, Jammu, GOVERNMENT MEDICAL COLLEGE, BAKSHI NAGAR, JAMMU 180001, Jammu And Kashmir, 180001",MBBS,All India,SC,31381,90381,4,9433.6,R1
"Govt. Medical College, Jammu, GOVERNMENT MEDICAL COLLEGE, BAKSHI NAGAR, JAMMU 180001, Jammu And Kashmir, 180001",MBBS,All India,SC PwD,762917,762917,1,9433.6,R1
"Govt. Medical College, Jammu, GOVERNMENT MEDICAL COLLEGE, BAKSHI NAGAR, JAMMU 180001, Jammu And Kashmir, 180001",MBBS,All India,ST,42236,42386,2,9433.6,R1
"Govt. Medical College, Kannauj, Tirwa Road, Kannauj, Uttar Pradesh, 209732",MBBS,All India,EWS,10131,14504,2,11554.4,R1
"Govt. Medical College, Kannauj, Tirwa Road, Kannauj, Uttar Pradesh, 209732",MBBS,All India,General,7631,12826,7,11554.4,R3
"Govt. Medical College, Kannauj, Tirwa Road, Kannauj, Uttar Pradesh, 209732",MBBS,All India,OBC,7482,13031,11,11554.4,R1
"Govt. Medical College, Kannauj, Tirwa Road, Kannauj, Uttar Pradesh, 209732",MBBS,All India,SC,59876,94000,5,11554.4,R2
"Govt. Medical College, Kannauj, Tirwa Road, Kannauj, Uttar Pradesh, 209732",MBBS,All India,SC PwD,1047183,1366875,2,11554.4,R1
"Govt. Medical College, Kannauj, Tirwa Road, Kannauj, Uttar Pradesh, 209732",MBBS,All India,ST,114256,114256,1,11554.4,R3
"Govt. Medical College, Khandwa, Luv-Kush Nagar, Mundi Road, Khandwa (M.P.), Madhya Pradesh, 450001",MBBS,All India,EWS,14620,17491,3,16216.400000000001,R1
"Govt. Medical College, Khandwa, Luv-Kush Nagar, Mundi Road, Khandwa (M.P.), Madhya Pradesh, 450001",MBBS,All India,General,10324,16623,7,16216.400000000001,R3
"Govt. Medical College, Khandwa, Luv-Kush Nagar, Mundi Road, Khandwa (M.P.), Madhya Pradesh, 450001",MBBS,All India,OBC,12815,17354,7,16216.400000000001,R3
"Govt. Medical College, Khandwa, Luv-Kush Nagar, Mundi Road, Khandwa (M.P.), Madhya Pradesh, 450001",MBBS,All India,SC,69192,102225,4,16216.400000000001,R1
"Govt. Medical College, Khandwa, Luv-Kush Nagar, Mundi Road, Khandwa (M.P.), Madhya Pradesh, 450001",MBBS,All India,ST,103234,120887,4,16216.400000000001,R2
"Govt. Medical College, Kumuram Bheem Asifabad, Government Medical College Ankushapur District Kumuram Bheem Asifabad Telangana, Telangana, 504293",MBBS,All India,EWS,21278,27430,3,23390.0,R3
"Govt. Medical College, Kumuram Bheem Asifabad, Government Medical College Ankushapur District Kumuram Bheem Asifabad Telangana, Telangana, 504293",MBBS,All India,General,18452,23891,5,23390.0,R1
"Govt. Medical College, Kumuram Bheem Asifabad, Government Medical College Ankushapur District Kumuram Bheem Asifabad Telangana, Telangana, 504293",MBBS,All India,OBC,17637,24689,8,23390.0,R3
"Govt. Medical College, Kumuram Bheem Asifabad, Government Medical College Ankushapur District Kumuram Bheem Asifabad Telangana, Telangana, 504293",MBBS,All India,SC,113980,127899,4,23390.0,R2
"Govt. Medical College, Kumuram Bheem Asifabad, Government Medical College Ankushapur District Kumuram Bheem Asifabad Telangana, Telangana, 504293",MBBS,All India,ST,159928,159928,1,23390.0,R3
"Govt. Medical College, Sirohi (rajasthan), SIROHI SHIVGANJ HIGHWAY, NEAR AMBESHWAR, VILLAGE- KOLAR, TEHSIL- SIVGANJ, DIST- SIROHI, Rajasthan, 307030",MBBS,All India,EWS,6194,15762,4,14284.4,R2
"Govt. Medical College, Sirohi (rajasthan), SIROHI SHIVGANJ HIGHWAY, NEAR AMBESHWAR, VILLAGE- KOLAR, TEHSIL- SIVGANJ, DIST- SIROHI, Rajasthan, 307030",MBBS,All India,GNYes,493593,493593,1,14284.4,R2
"Govt. Medical College, Sirohi (rajasthan), SIROHI SHIVGANJ HIGHWAY, NEAR AMBESHWAR, VILLAGE- KOLAR, TEHSIL- SIVGANJ, DIST- SIROHI, Rajasthan, 307030",MBBS,All India,General,9641,14277,4,14284.4,R1
"Govt. Medical College, Sirohi (rajasthan), SIROHI SHIVGANJ HIGHWAY, NEAR AMBESHWAR, VILLAGE- KOLAR, TEHSIL- SIVGANJ, DIST- SIROHI, Rajasthan, 307030",MBBS,All India,General PwD,513796,513796,1,14284.4,R1
"Govt. Medical College, Sirohi (rajasthan), SIROHI SHIVGANJ HIGHWAY, NEAR AMBESHWAR, VILLAGE- KOLAR, TEHSIL- SIVGANJ, DIST- SIROHI, Rajasthan, 307030",MBBS,All India,OBC,10285,14704,11,14284.4,R2
"Govt. Medical College, Sirohi (rajasthan), SIROHI SHIVGANJ HIGHWAY, NEAR AMBESHWAR, VILLAGE- KOLAR, TEHSIL- SIVGANJ, DIST- SIROHI, Rajasthan, 307030",MBBS,All India,OBC PwD,710882,997967,2,14284.4,R1
"Govt. Medical College, Sirohi (rajasthan), SIROHI SHIVGANJ HIGHWAY, NEAR AMBESHWAR, VILLAGE- KOLAR, TEHSIL- SIVGANJ, DIST- SIROHI, Rajasthan, 307030",MBBS,All India,SC,61075,86937,4,14284.4,R1
"Govt. Medical College, Sirohi (rajasthan), SIROHI SHIVGANJ HIGHWAY, NEAR AMBESHWAR, VILLAGE- KOLAR, TEHSIL- SIVGANJ, DIST- SIROHI, Rajasthan, 307030",MBBS,All India,ST,100165,110019,2,14284.4,R2
"Govt. Medical College, Srinagar, Administrative Block Government Medical College Karan Nagar Srinagar, Jammu And Kashmir, 190010",MBBS,All India,EWS,11492,18836,5,12891.8,R1
"Govt. Medical College, Srinagar, Administrative Block Government Medical College Karan Nagar Srinagar, Jammu And Kashmir, 190010",MBBS,All India,EWS PwD,1079593,1079593,1,12891.8,R1
"Govt. Medical College, Srinagar, Administrative Block Government Medical College Karan Nagar Srinagar, Jammu And Kashmir, 190010",MBBS,All India,General,837,2777,10,12891.8,R1
"Govt. Medical College, Srinagar, Administrative Block Government Medical College Karan Nagar Srinagar, Jammu And Kashmir, 190010",MBBS,All India,General PwD,393538,393538,1,12891.8,R1
"Govt. Medical College, Srinagar, Administrative Block Government Medical College Karan Nagar Srinagar, Jammu And Kashmir, 190010",MBBS,All India,OBC,8512,16868,13,12891.8,R2
"Govt. Medical College, Srinagar, Administrative Block Government Medical College Karan Nagar Srinagar, Jammu And Kashmir, 190010",MBBS,All India,SC,45677,105309,8,12891.8,R3
"Govt. Medical College, Srinagar, Administrative Block Government Medical College Karan Nagar Srinagar, Jammu And Kashmir, 190010",MBBS,All India,ST,23361,36869,2,12891.8,R1
"Govt. Medical College, Udhampur, Dhar Road near Sallain Tallab opp Head Post Office Udhampur, Jammu And Kashmir, 182101",MBBS,All India,EWS,21569,21693,2,16463.800000000003,R2
"Govt. Medical College, Udhampur, Dhar Road near Sallain Tallab opp Head Post Office Udhampur, Jammu And Kashmir, 182101",MBBS,All India,General,7051,19220,8,16463.800000000003,R1
"Govt. Medical College, Udhampur, Dhar Road near Sallain Tallab opp Head Post Office Udhampur, Jammu And Kashmir, 182101",MBBS,All India,OBC,13211,19628,10,16463.800000000003,R1
"Govt. Medical College, Udhampur, Dhar Road near Sallain Tallab opp Head Post Office Udhampur, Jammu And Kashmir, 182101",MBBS,All India,OBC PwD,854099,854099,1,16463.800000000003,R1
"Govt. Medical College, Udhampur, Dhar Road near Sallain Tallab opp Head Post Office Udhampur, Jammu And Kashmir, 182101",MBBS,All India,SC,98740,108998,2,16463.800000000003,R2
"Govt. Medical College, Udhampur, Dhar Road near Sallain Tallab opp Head Post Office Udhampur, Jammu And Kashmir, 182101",MBBS,All India,ST,122861,122861,1,16463.800000000003,R2
"Govt. Pudukkottai Medical College Hopt., Pudukkott, MULLUR PUDUKKOTTAI PO PUDUKKOTTAI, Tamil Nadu, 622004",MBBS,All India,EWS,22570,28564,5,16472.0,R1
"Govt. Pudukkottai Medical College Hopt., Pudukkott, MULLUR PUDUKKOTTAI PO PUDUKKOTTAI, Tamil Nadu, 622004",MBBS,All India,General,9883,17003,4,16472.0,R2
"Govt. Pudukkottai Medical College Hopt., Pudukkott, MULLUR PUDUKKOTTAI PO PUDUKKOTTAI, Tamil Nadu, 622004",MBBS,All India,OBC,10863,17670,15,16472.0,R3
"Govt. Pudukkottai Medical College Hopt., Pudukkott, MULLUR PUDUKKOTTAI PO PUDUKKOTTAI, Tamil Nadu, 622004",MBBS,All India,SC,73485,132476,6,16472.0,R1
"Govt. Pudukkottai Medical College Hopt., Pudukkott, MULLUR PUDUKKOTTAI PO PUDUKKOTTAI, Tamil Nadu, 622004",MBBS,All India,ST,166217,166217,1,16472.0,R3
"Govt. Sivgangai M. C. Sivagangai, MANAMADURAI MAIN ROAD, KEELA VANIYANKUDI, SIVAGANGAI, Tamil Nadu, 630561",MBBS,All India,EWS,26504,26504,1,17051.0,R2
"Govt. Sivgangai M. C. Sivagangai, MANAMADURAI MAIN ROAD, KEELA VANIYANKUDI, SIVAGANGAI, Tamil Nadu, 630561",MBBS,All India,General,9612,17093,4,17051.0,R3
"Govt. Sivgangai M. C. Sivagangai, MANAMADURAI MAIN ROAD, KEELA VANIYANKUDI, SIVAGANGAI, Tamil Nadu, 630561",MBBS,All India,OBC,11282,17780,12,17051.0,R3
"Govt. Sivgangai M. C. Sivagangai, MANAMADURAI MAIN ROAD, KEELA VANIYANKUDI, SIVAGANGAI, Tamil Nadu, 630561",MBBS,All India,OBC PwD,762860,762860,1,17051.0,R1
"Govt. Sivgangai M. C. Sivagangai, MANAMADURAI MAIN ROAD, KEELA VANIYANKUDI, SIVAGANGAI, Tamil Nadu, 630561",MBBS,All India,SC,90056,132577,3,17051.0,R3
"Govt. Sivgangai M. C. Sivagangai, MANAMADURAI MAIN ROAD, KEELA VANIYANKUDI, SIVAGANGAI, Tamil Nadu, 630561",MBBS,All India,ST,163170,163170,1,17051.0,R3
"Graphic Era Institute Of Medical Science, Graphic Era Institute of Medical Sciences 16th Milestone Chakrata Road Dehradun Uttarakhand 2480, Uttarakhand, 248007",MBBS,Deemed/Paid Seats Quota,EWS,373034,531490,4,429977.0,R1
"Graphic Era Institute Of Medical Science, Graphic Era Institute of Medical Sciences 16th Milestone Chakrata Road Dehradun Uttarakhand 2480, Uttarakhand, 248007",MBBS,Deemed/Paid Seats Quota,General,98738,551948,126,429977.0,R1
"Graphic Era Institute Of Medical Science, Graphic Era Institute of Medical Sciences 16th Milestone Chakrata Road Dehradun Uttarakhand 2480, Uttarakhand, 248007",MBBS,Deemed/Paid Seats Quota,OBC,234931,548043,22,429977.0,R1
"Graphic Era Institute Of Medical Science, Graphic Era Institute of Medical Sciences 16th Milestone Chakrata Road Dehradun Uttarakhand 2480, Uttarakhand, 248007",MBBS,Deemed/Paid Seats Quota,SC,328753,519529,6,429977.0,R1
"Graphic Era Institute Of Medical Science, Graphic Era Institute of Medical Sciences 16th Milestone Chakrata Road Dehradun Uttarakhand 2480, Uttarakhand, 248007",MBBS,Deemed/Paid Seats Quota,ST,427176,427176,1,429977.0,R2
"Graphic Era Institute Of Medical Science, Graphic Era Institute of Medical Sciences 16th Milestone Chakrata Road Dehradun Uttarakhand 2480, Uttarakhand, 248007",MBBS,Non-Resident Indian,General,564745,1161774,17,429977.0,R3
"Graphic Era Institute Of Medical Science, Graphic Era Institute of Medical Sciences 16th Milestone Chakrata Road Dehradun Uttarakhand 2480, Uttarakhand, 248007",MBBS,Non-Resident Indian,OBC,695366,1343351,8,429977.0,R2
"Graphic Era Institute Of Medical Science, Graphic Era Institute of Medical Sciences 16th Milestone Chakrata Road Dehradun Uttarakhand 2480, Uttarakhand, 248007",MBBS,Non-Resident Indian,SC,1124037,1260128,2,429977.0,R2
"Gulbarga Institute of Medical Sciences, Gulbarga, Gulbarga Institute of Medical Sciences, Veeresh Nagar, Sedam Road, Kalaburagi, Karnataka, 585105",MBBS,All India,EWS,17262,22902,3,17595.6,R3
"Gulbarga Institute of Medical Sciences, Gulbarga, Gulbarga Institute of Medical Sciences, Veeresh Nagar, Sedam Road, Kalaburagi, Karnataka, 585105",MBBS,All India,General,10393,17999,11,17595.6,R1
"Gulbarga Institute of Medical Sciences, Gulbarga, Gulbarga Institute of Medical Sciences, Veeresh Nagar, Sedam Road, Kalaburagi, Karnataka, 585105",MBBS,All India,OBC,4532,20225,10,17595.6,R3
"Gulbarga Institute of Medical Sciences, Gulbarga, Gulbarga Institute of Medical Sciences, Veeresh Nagar, Sedam Road, Kalaburagi, Karnataka, 585105",MBBS,All India,SC,78088,110551,6,17595.6,R1
"Gulbarga Institute of Medical Sciences, Gulbarga, Gulbarga Institute of Medical Sciences, Veeresh Nagar, Sedam Road, Kalaburagi, Karnataka, 585105",MBBS,All India,ST,67862,123516,3,17595.6,R1
"HASSAN INST. MEDICAL SCIENCES, HASSAN, K R PURAM, BEHIND DC OFFICE, HASSAN, Karnataka, 573201",MBBS,All India,EWS,7494,22101,4,14273.2,R1
"HASSAN INST. MEDICAL SCIENCES, HASSAN, K R PURAM, BEHIND DC OFFICE, HASSAN, Karnataka, 573201",MBBS,All India,GNYes,777291,777291,1,14273.2,R2
"HASSAN INST. MEDICAL SCIENCES, HASSAN, K R PURAM, BEHIND DC OFFICE, HASSAN, Karnataka, 573201",MBBS,All India,General,6459,16427,14,14273.2,R1
"HASSAN INST. MEDICAL SCIENCES, HASSAN, K R PURAM, BEHIND DC OFFICE, HASSAN, Karnataka, 573201",MBBS,All India,General PwD,361148,361148,1,14273.2,R1
"HASSAN INST. MEDICAL SCIENCES, HASSAN, K R PURAM, BEHIND DC OFFICE, HASSAN, Karnataka, 573201",MBBS,All India,OBC,7135,17088,10,14273.2,R3
"HASSAN INST. MEDICAL SCIENCES, HASSAN, K R PURAM, BEHIND DC OFFICE, HASSAN, Karnataka, 573201",MBBS,All India,OBC PwD,874891,874891,1,14273.2,R1
"HASSAN INST. MEDICAL SCIENCES, HASSAN, K R PURAM, BEHIND DC OFFICE, HASSAN, Karnataka, 573201",MBBS,All India,SC,62065,106590,8,14273.2,R1
"HASSAN INST. MEDICAL SCIENCES, HASSAN, K R PURAM, BEHIND DC OFFICE, HASSAN, Karnataka, 573201",MBBS,All India,ST,57132,57132,1,14273.2,R1
"Hamdard Inst of Med Sciences and Research, New Delhi, HIMSR, Guru Ravidas Marg, ",MBBS,Muslim Minority Quota,General,119724,119724,1,119724.0,R1
"Hamdard Inst of Med Sciences and Research, New Delhi, HIMSR, Guru Ravidas Marg, Hamdard Nagar, New Delhi, Delhi (NCT), 110062",MBBS,Deemed/Paid Seats Quota,EWS,37129,44566,3,52730.600000000006,R1
"Hamdard Inst of Med Sciences and Research, New Delhi, HIMSR, Guru Ravidas Marg, Hamdard Nagar, New Delhi, Delhi (NCT), 110062",MBBS,Deemed/Paid Seats Quota,General,14337,54747,53,52730.600000000006,R1
"Hamdard Inst of Med Sciences and Research, New Delhi, HIMSR, Guru Ravidas Marg, Hamdard Nagar, New Delhi, Delhi (NCT), 110062",MBBS,Deemed/Paid Seats Quota,OBC,32355,47773,8,52730.600000000006,R1
"Hamdard Inst of Med Sciences and Research, New Delhi, HIMSR, Guru Ravidas Marg, Hamdard Nagar, New Delhi, Delhi (NCT), 110062",MBBS,Muslim Minority Quota,EWS,53973,112923,3,52730.600000000006,R1
"Hamdard Inst of Med Sciences and Research, New Delhi, HIMSR, Guru Ravidas Marg, Hamdard Nagar, New Delhi, Delhi (NCT), 110062",MBBS,Muslim Minority Quota,General,30126,120234,57,52730.600000000006,R1
"Hamdard Inst of Med Sciences and Research, New Delhi, HIMSR, Guru Ravidas Marg, Hamdard Nagar, New Delhi, Delhi (NCT), 110062",MBBS,Muslim Minority Quota,OBC,26901,124809,20,52730.600000000006,R1
"Hamdard Inst of Med Sciences and Research, New Delhi, HIMSR, Guru Ravidas Marg, Hamdard Nagar, New Delhi, Delhi (NCT), 110062",MBBS,Non-Resident Indian,General,273436,1028702,25,52730.600000000006,R1
"Hamdard Inst of Med Sciences and Research, New Delhi, HIMSR, Guru Ravidas Marg, Hamdard Nagar, New Delhi, Delhi (NCT), 110062",MBBS,Non-Resident Indian,OBC,859140,859140,1,52730.600000000006,R1
"Haveri Institute of Medical Sciences, Karnataka, Devagiri- Yellapura, Haveri- 581110, Karnataka, 581110",MBBS,All India,EWS,20389,26859,4,21590.6,R3
"Haveri Institute of Medical Sciences, Karnataka, Devagiri- Yellapura, Haveri- 581110, Karnataka, 581110",MBBS,All India,General,11028,21632,9,21590.6,R3
"Haveri Institute of Medical Sciences, Karnataka, Devagiri- Yellapura, Haveri- 581110, Karnataka, 581110",MBBS,All India,OBC,16672,22275,12,21590.6,R3
"Haveri Institute of Medical Sciences, Karnataka, Devagiri- Yellapura, Haveri- 581110, Karnataka, 581110",MBBS,All India,OBC PwD,981863,981863,1,21590.6,R1
"Haveri Institute of Medical Sciences, Karnataka, Devagiri- Yellapura, Haveri- 581110, Karnataka, 581110",MBBS,All India,SC,117908,127389,3,21590.6,R3
"Haveri Institute of Medical Sciences, Karnataka, Devagiri- Yellapura, Haveri- 581110, Karnataka, 581110",MBBS,All India,ST,114286,154637,3,21590.6,R1
"Haveri Institute of Medical Sciences, Karnataka, Devagiri-Yellapura, Haveri-581110, ",MBBS,All India,ST,119700,119700,1,119700.0,R1
"Hinduhridayas amrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital, Maharashtra, J UHU, VILEPARLE WEST MUMBAI, Maharashtra, 400056",MBBS,All India,EWS,6375,12415,5,6375.0,R2
"Hinduhridayas amrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital, Maharashtra, J UHU, VILEPARLE WEST MUMBAI, Maharashtra, 400056",MBBS,All India,General,2943,7473,17,6375.0,R2
"Hinduhridayas amrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital, Maharashtra, J UHU, VILEPARLE WEST MUMBAI, Maharashtra, 400056",MBBS,All India,General PwD,256822,256822,1,6375.0,R1
"Hinduhridayas amrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital, Maharashtra, J UHU, VILEPARLE WEST MUMBAI, Maharashtra, 400056",MBBS,All India,OBC,5593,11484,14,6375.0,R1
"Hinduhridayas amrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital, Maharashtra, J UHU, VILEPARLE WEST MUMBAI, Maharashtra, 400056",MBBS,All India,SC,35323,82506,5,6375.0,R3
"Hinduhridayas amrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital, Maharashtra, J UHU, VILEPARLE WEST MUMBAI, Maharashtra, 400056",MBBS,All India,ST,71678,103102,4,6375.0,R2
"IMS BHU Dental, Varanasi, Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,Open Seat Quota,EWS,26147,35312,14,29380.4,R2
"IMS BHU Dental, Varanasi, Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,Open Seat Quota,GNYes,574117,574117,1,29380.4,R2
"IMS BHU Dental, Varanasi, Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,Open Seat Quota,General,21186,33675,26,29380.4,R2
"IMS BHU Dental, Varanasi, Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,Open Seat Quota,OBC,2096,37359,55,29380.4,R1
"IMS BHU Dental, Varanasi, Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,Open Seat Quota,OBC PwD,470171,470171,1,29380.4,R1
"IMS BHU Dental, Varanasi, Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,Open Seat Quota,SC,39801,158858,17,29380.4,R2
"IMS BHU Dental, Varanasi, Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,Open Seat Quota,ST,105732,223486,10,29380.4,R1
"INDIRA GANDHI GOVT.MEDIC AL COLL., NAGPUR, MA YO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR, Maharashtra, 440018",MBBS,All India,EWS,6559,15278,7,10411.0,R3
"INDIRA GANDHI GOVT.MEDIC AL COLL., NAGPUR, MA YO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR, Maharashtra, 440018",MBBS,All India,General,3104,10853,19,10411.0,R3
"INDIRA GANDHI GOVT.MEDIC AL COLL., NAGPUR, MA YO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR, Maharashtra, 440018",MBBS,All India,OBC,6477,12177,11,10411.0,R2
"INDIRA GANDHI GOVT.MEDIC AL COLL., NAGPUR, MA YO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR, Maharashtra, 440018",MBBS,All India,OBC PwD,279696,279696,1,10411.0,R1
"INDIRA GANDHI GOVT.MEDIC AL COLL., NAGPUR, MA YO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR, Maharashtra, 440018",MBBS,All India,SC,39798,88975,9,10411.0,R3
"INDIRA GANDHI GOVT.MEDIC AL COLL., NAGPUR, MA YO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR, Maharashtra, 440018",MBBS,All India,ST,89549,119988,4,10411.0,R3
